# dataset B: 12440 rows, 3063 chemical families. data/datasetB_featurized.npz rows (Tc>0 subset of data/supercon_stanev.csv); family = `groups` field.
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4,fold_deterministic_v1_prefilter_codes
2012,1139,B|Co|Mg,1,0,2,0,2,3,1,0,3,1,2,2
2013,168,Cu|La|O,0,4,4,4,1,3,2,3,0,1,4,0
2014,739,Ca|Cu|O|Pb|Sr|Y,1,4,3,0,4,2,2,1,1,1,0,3
2015,416,As|Ba|Co|Fe,3,2,2,4,2,1,4,1,1,4,2,3
2016,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,0,0,4,2,0,2
2017,1140,As|Co|F|Fe|Nd|O,3,1,0,2,3,2,0,2,4,2,1,3
2018,1141,B|Si|Ta|W,3,4,0,2,0,1,3,1,1,0,2,1
2019,1036,Ru|Si|Y,4,2,0,1,1,2,2,0,0,2,2,0
2020,826,Pd|Ti,1,0,3,0,4,1,2,4,3,0,1,1
2021,1142,Ge|Pd|Y,4,2,1,1,2,0,0,0,3,0,3,1
2022,11,Ba|Cu|Nd|O,4,1,1,2,1,1,4,3,4,3,2,4
2023,1143,Ca|Cu|Hg|Nd|O|Sr|V,4,3,0,2,4,1,4,1,3,2,4,2
2024,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,2,3,1,2,4,3
2025,915,Sb|Sn,1,2,4,3,0,3,2,0,1,4,1,1
2026,1144,C|Cu|Mg|Ni,1,4,0,2,2,3,2,4,2,4,0,0
2027,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,2,0,1,4,3,0
2028,1056,Ge|In|Sn|Te,2,1,3,1,3,0,4,0,4,2,3,4
2029,32,Ce|Cu|Gd|Nd|O,4,3,1,4,4,4,1,3,4,3,1,4
2030,1145,B|W,1,2,1,0,2,3,0,0,0,3,2,3
2031,1146,Ba|Cu|Hg|O|Tl,2,2,2,0,4,4,0,2,2,2,1,0
2032,1147,Co|Ru,2,1,1,4,3,1,1,2,1,3,0,3
2033,329,Hg|Tl,0,4,1,1,4,4,0,4,1,0,2,3
2034,207,Ce|La,4,4,2,3,2,4,0,2,2,1,1,2
2035,724,Au|Pd|Te,3,2,0,2,1,2,2,4,3,4,2,4
2036,1148,B|C|Fe|Ho|Ni,3,1,2,0,3,0,1,1,0,0,1,4
2037,1149,Co|Ni|Zr,2,4,0,4,3,0,2,1,0,2,3,2
2038,559,B|C|Mg,0,3,1,1,2,2,2,0,0,2,1,3
2039,816,As|F|Fe|La|O|P,4,4,0,1,2,2,2,1,0,4,4,0
2040,0,As|Ba|Fe|K,0,4,2,3,0,4,4,1,2,1,1,1
2041,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,1,0,2,1,3,3
2042,216,Cu|La|O|Sr,4,4,1,1,0,1,3,1,2,1,1,4
2043,641,Ir|Si|Th,0,0,2,3,4,2,0,2,3,2,2,0
2044,1056,Ge|In|Sn|Te,2,1,3,1,3,0,1,4,4,1,4,4
2045,1150,Bi|S|Ta,3,2,4,2,2,4,3,1,2,3,4,2
2046,84,H|Pd,0,4,3,0,4,4,4,1,2,3,2,2
2047,789,Cd|Mg,1,2,3,3,4,2,2,4,0,0,0,1
2048,1118,Ce|Cu|Nd|O|Zn,3,0,2,0,3,2,1,0,4,4,4,2
2049,496,In|Pb,4,0,3,1,4,2,1,2,3,3,2,2
2050,1144,C|Cu|Mg|Ni,1,4,0,2,2,3,3,3,4,4,3,0
2051,1151,Cu|Eu|La|O|Sr,2,0,0,4,2,3,4,0,1,3,0,0
2052,912,Fe|Se,0,0,3,4,0,4,0,0,0,3,1,0
2053,936,Nb|Pd|Rh,4,1,0,4,4,1,2,1,3,1,2,0
2054,701,B|C|Mo,2,1,2,2,2,3,0,1,0,2,3,1
2055,1152,Cu|F|Nd|O,1,4,2,2,3,0,1,4,1,0,4,2
2056,199,Al|Si|V,4,4,1,1,1,2,2,2,2,2,0,4
2057,1153,Mn|U,4,4,1,3,2,1,2,2,0,3,0,1
2058,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,2,4,1,3,2,2
2059,703,C|Mg|Ni,3,1,1,4,1,0,1,4,4,4,1,2
2060,46,As|Ba|Co|Fe|Zn,1,3,3,2,1,3,0,3,2,4,4,3
2061,1154,As|F|Fe|O|Sm,3,2,4,3,2,0,3,0,3,0,0,3
2062,86,Ba|Cu|O|Y,4,4,4,2,0,4,0,4,0,3,2,4
2063,1155,Ge|Pt|Y,2,4,4,1,1,3,2,2,0,2,3,0
2064,542,Bi|Cu|La|O|Sr,1,3,4,1,2,1,0,1,2,2,1,2
2065,84,H|Pd,0,4,3,0,4,4,2,0,1,4,0,2
2066,1156,As|Ca|Ce|Fe,2,3,0,2,0,4,3,3,1,0,0,4
2067,594,Cr|Ga|Nb,2,4,3,1,3,0,2,2,4,4,4,4
2068,877,Ba|Cu|Gd|Hf|O,1,3,1,2,0,0,4,2,1,4,4,0
2069,1157,Ir|Mo|Nb|Pt,3,1,2,0,1,1,3,2,1,4,4,0
2070,708,C|Cu|N|O|Sr,4,1,1,2,1,0,0,0,2,4,3,1
2071,753,C|Cu|K|O|Sr,1,3,4,1,4,1,1,4,3,4,4,1
2072,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,2,0,0,1,0,3
2073,1134,Ba|Ca|Cu|Ga|O|Sr|Y,4,4,2,0,3,2,4,1,1,1,1,4
2074,62,Al|Ge|Nb,2,3,3,0,1,3,2,4,0,3,0,2
2075,956,Ba|Cu|Eu|O|Pr,0,4,4,1,3,3,1,2,4,0,4,3
2076,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,0,2,1,4,4,3
2077,145,Ba|Cu|Dy|O,2,1,4,1,3,4,2,4,1,3,0,2
2078,1158,Er|Pb,0,1,3,1,3,2,2,1,0,3,1,2
2079,1159,Be|Os,0,4,1,0,4,3,3,1,0,0,2,4
2080,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,3,0,0,4,3,3
2081,1160,Fe|U,4,0,4,0,3,1,1,1,2,4,4,1
2082,884,Ce|Co|Cu|Nd|O,1,3,4,1,2,4,0,1,2,3,1,0
2083,931,H|Mo|Nb|Pd,2,4,2,3,2,4,4,2,1,1,0,4
2084,1161,Nb|Tc,4,1,2,1,1,1,2,3,3,2,3,2
2085,1162,Eu|Mo|Pb|S,1,4,0,0,0,1,0,4,1,1,4,3
2086,720,C|Y,2,0,1,2,3,4,4,4,4,2,0,0
2087,1163,Au|Nb|V,3,4,1,3,2,2,0,0,3,3,4,0
2088,139,Al|B|Mg,1,1,3,4,1,1,1,1,3,1,2,1
2089,897,Ag|Sn,3,1,4,0,3,1,3,2,3,4,2,4
2090,1164,As|Pb,2,3,1,1,4,1,0,0,1,3,1,4
2091,1137,Ca|Cl|Cu|Na|O,2,2,4,3,3,0,2,4,1,1,4,1
2092,423,Nb|Pd,1,4,4,2,3,0,0,4,4,1,1,4
2093,53,Ga|Si|Sr,1,0,2,4,3,1,4,0,0,3,4,3
2094,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,3,3,3,3,1,2
2095,966,As|Co|Fe|La|O,1,1,3,1,0,2,1,0,0,3,2,1
2096,1165,Nd|Os|Pr|Sb,4,2,1,2,1,4,4,0,3,2,3,0
2097,216,Cu|La|O|Sr,4,4,1,1,0,1,1,2,2,4,1,4
2098,570,In|Sn|Te,4,0,3,1,2,1,4,1,2,0,1,4
2099,1166,Re|Si|V,3,2,3,1,4,0,3,3,3,1,1,0
2100,1167,Bi|F|Nd|O|S,3,4,2,0,1,0,2,4,2,3,1,1
2101,1168,Ba|Ca|Cu|Er|O,4,2,4,3,1,1,0,3,1,4,1,1
2102,1169,As|Fe|K|Na,4,3,1,4,0,1,2,0,4,3,2,0
2103,1170,Ce|Gd|Ru|Y,3,2,4,2,0,0,1,0,3,3,3,3
2104,1171,C|Th,0,3,0,1,1,0,1,3,4,4,0,2
2105,873,Ba|Ca|Cd|Cu|La|O,1,4,4,3,4,3,0,3,1,0,3,1
2106,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,1,0,2,0,3,3
2107,678,C|La,2,0,0,3,3,2,4,3,3,2,4,0
2108,1172,Bi|La|Ni,2,4,2,4,4,0,2,2,2,4,4,3
2109,216,Cu|La|O|Sr,4,4,1,1,0,1,4,4,0,0,1,4
2110,1173,B|Ce|Os,1,0,0,3,3,0,0,4,3,1,2,1
2111,1174,Ir|Sc,1,0,4,0,0,4,1,4,3,4,1,1
2112,1175,Au|Ga|In,4,2,4,4,2,0,1,3,0,3,0,1
2113,1176,Pt|Ru,0,4,2,1,3,1,1,1,1,1,3,3
2114,1177,Al|Pb,2,4,1,1,0,2,2,2,1,1,0,1
2115,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,2,2,4,1,0,2
2116,1178,Ge|Pr|Pt|Sb,0,3,0,3,4,3,4,0,2,2,1,0
2117,687,Ba|Ca|Cu|Hg|O|Pb,2,0,4,4,1,2,3,3,1,2,3,4
2118,1099,Ba|Ca|Co|Cu|Er|O|Sr,4,0,4,4,0,1,0,3,0,0,1,2
2119,1179,Ba|Cu|Mn|O|Y,1,4,1,3,2,3,0,2,0,1,0,4
2120,981,Si|Ti|V,1,1,2,1,0,2,4,0,1,2,3,4
2121,181,Bi|Ca|Cu|O|Pb|Sr|V,4,3,0,1,2,3,4,4,3,2,0,1
2122,22,Ba|Co|Cu|O|Y,3,0,2,2,0,4,2,1,4,4,1,3
2123,108,As|Ba|Fe|Pd,0,2,0,1,1,4,3,1,0,3,0,4
2124,728,C|Th|Y,4,0,4,1,4,1,1,1,2,0,3,4
2125,126,Bi|Ca|Cu|Nd|O|Pb|Sr,2,4,0,2,0,1,3,4,0,0,0,4
2126,1180,Au|Lu,3,0,3,3,4,0,1,1,0,4,2,4
2127,396,As|F|Fe|La|O|Zn,3,0,0,4,4,4,4,2,1,2,0,0
2128,1181,Be|Si|V,1,3,2,1,1,1,0,0,0,1,2,1
2129,1182,Ba|Cu|Er|O|Pr,3,1,4,2,0,1,4,3,1,3,3,2
2130,972,Al|Gd|La,2,4,1,0,0,4,4,2,1,0,3,1
2131,829,Mo|Nb,4,1,0,0,2,0,1,0,1,0,2,2
2132,1044,Fe|Rb|Se|Tl,4,0,0,2,1,3,3,0,0,3,4,4
2133,1183,B|C|Fe|Ni|Tm,3,1,2,3,0,4,3,1,0,2,4,3
2134,1184,Br|Mo|S,4,0,3,3,4,2,1,1,4,1,4,0
2135,1185,Ir|Nb,1,1,1,2,4,4,3,3,4,1,3,0
2136,1186,Rh|Sr,0,3,0,4,4,0,4,2,1,2,3,1
2137,1187,Ce|Cu|Ge|O|Sr|Y,3,0,4,1,0,2,0,4,2,4,4,3
2138,254,Cu|Fe|O|Sr|Y,4,1,1,3,3,2,4,3,1,3,0,0
2139,423,Nb|Pd,1,4,4,2,3,0,2,1,0,0,1,4
2140,416,As|Ba|Co|Fe,3,2,2,4,2,1,0,0,0,2,2,3
2141,1014,Bi|Ce|Pb|Te,0,0,3,2,0,2,0,2,3,4,0,1
2142,1188,Pd|Si,2,2,1,3,0,2,1,3,0,4,4,4
2143,97,As|Co|Eu|Fe|Sr,2,1,3,4,1,3,0,2,2,1,4,0
2144,1189,Rh|Sn|Tm,0,3,0,1,4,1,3,0,2,3,1,1
2145,1190,Hf|V|Zr,1,1,3,1,4,1,3,0,4,3,2,2
2146,371,In|La|Pr,3,3,3,3,0,4,1,2,2,4,1,2
2147,287,Bi|Pb,3,2,1,1,1,3,3,1,3,0,2,1
2148,136,Nb|Zr,0,4,3,4,3,1,2,4,4,4,1,1
2149,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,1,1,3,3,2,2
2150,126,Bi|Ca|Cu|Nd|O|Pb|Sr,2,4,0,2,0,1,1,1,0,0,3,4
2151,294,Al|As|Ca|Fe|O|Ti,1,2,2,1,3,3,1,1,2,1,3,1
2152,1191,Os|Pr|Sb,1,1,4,3,4,2,0,4,0,1,3,0
2153,1192,Hg|Mg,3,2,4,3,0,4,0,3,2,3,3,3
2154,1193,Bi|Te,4,2,1,3,2,0,0,4,2,0,0,2
2155,79,Fe|Se|Te,4,3,3,0,1,3,3,2,3,0,1,0
2156,1194,Co|Sc,3,4,0,1,0,1,4,2,3,0,1,1
2157,1195,Ba|Ca|Cu|F|O,4,2,2,3,2,3,0,1,3,0,4,3
2158,1196,Bi|Fe,2,0,1,0,2,3,0,0,4,2,2,2
2159,675,Ba|Cu|O|Sm,0,0,0,2,2,0,2,1,3,1,1,0
2160,524,Os|Re,2,3,4,2,4,3,1,4,3,4,2,3
2161,248,C|Hf|Nb,3,0,0,2,1,0,1,0,2,4,4,2
2162,1197,Ge|La|Pd|Ru,1,1,3,4,0,1,0,3,0,0,1,3
2163,416,As|Ba|Co|Fe,3,2,2,4,2,1,4,4,1,2,3,3
2164,117,Cu|V,2,0,3,1,4,4,0,0,3,4,2,0
2165,742,Si|V,1,3,3,2,3,0,2,1,3,1,4,2
2166,1198,Cu|Nb|O|Sr|Y,0,4,3,3,2,4,2,2,0,0,0,4
2167,146,Ba|Cu|Er|O,0,4,2,1,2,2,0,1,1,4,3,0
2168,34,Os|Pr|Ru|Sb,2,2,2,1,0,0,0,1,2,3,1,1
2169,722,Pb|Se|Sn|Ti,3,1,3,4,4,0,3,2,4,4,0,3
2170,1199,Cu|Nd|O|Sr,1,0,3,2,0,0,4,4,4,2,4,2
2171,879,Al|Be|Nb,1,0,4,4,2,0,2,4,1,1,3,2
2172,401,Co|Zr,0,3,3,0,2,1,2,4,4,2,1,4
2173,285,Al|Ge|Nb|Sn,2,1,0,3,1,0,4,3,3,0,0,2
2174,379,Ce|In|Ir|Rh,0,1,4,3,1,0,1,2,4,0,0,4
2175,54,Nb|Ta,1,2,0,0,3,2,0,2,0,3,2,0
2176,1149,Co|Ni|Zr,2,4,0,4,3,0,0,2,0,0,3,2
2177,1200,Mo|Nd|S,4,3,4,2,0,2,0,4,0,3,0,0
2178,1201,Pb|Zr,3,4,0,3,0,1,1,4,3,2,4,4
2179,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,0,1,2,3,0,3
2180,1202,Ir|Ru|Th,0,4,4,1,4,2,2,4,3,3,0,1
2181,1203,Au|Ba,3,0,2,3,1,3,3,0,4,1,3,2
2182,279,C|Ta,1,2,3,2,2,2,1,0,2,4,2,1
2183,1204,Au|Nb,1,4,2,3,0,2,1,2,2,4,4,4
2184,25,B|C|Ho|Ni|Y,0,4,4,4,0,3,2,4,1,3,3,4
2185,773,Al|Ca|Fe|O|P,3,2,0,0,4,4,1,1,0,3,0,4
2186,325,P|S|Zr,3,4,1,3,0,0,2,3,2,0,4,3
2187,440,Ba|Cu|Gd|O,2,1,0,3,0,2,3,2,2,4,3,4
2188,686,Ba|Ca|Cu|O|Pr|Y,1,0,3,3,1,0,3,1,2,2,0,4
2189,1205,Cd|Pd,4,2,0,0,4,2,1,4,4,2,0,3
2190,570,In|Sn|Te,4,0,3,1,2,1,2,3,3,3,4,4
2191,861,Ba|Cu|O|Y|Zr,1,1,2,0,2,0,1,4,0,3,4,1
2192,837,Fe|Ni|Se,3,4,4,2,0,2,1,2,3,3,0,4
2193,1206,Pd|Sb,0,4,2,3,1,3,0,3,1,2,1,3
2194,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,2,2,3,3,1,2
2195,1019,Ce|Cu|La|O,0,3,4,3,4,1,4,0,0,0,0,0
2196,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,1,1,4,4,3,2
2197,422,Bi|Ca|Cu|O|Pb|Sr,3,0,1,3,0,1,3,2,4,2,0,4
2198,426,Ce|Cu|Nd|Ni|O,4,1,3,1,4,4,3,1,4,2,4,3
2199,521,Nb|Rh,4,2,0,0,1,0,4,4,2,1,4,0
2200,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,3,2,0,0,0,1
2201,1207,Ce|Co|In|Ru,3,4,4,2,0,2,1,0,2,1,0,2
2202,507,Ba|Cu|H|O|Y,2,1,2,4,1,2,4,1,3,0,4,2
2203,856,C|Fe|Mg|Ni,1,2,4,0,0,3,3,4,2,4,1,0
2204,1208,Ba|Ca|Cu|Hg|O|W,2,4,1,1,1,1,1,1,1,4,2,1
2205,1209,Mo|Pb|S,4,4,3,2,3,0,4,1,3,2,0,1
2206,655,Cu|La|O|Ru|Sr,2,1,1,0,4,3,0,0,2,1,0,4
2207,1210,Bi|Ce|F|Nd|O|S,4,2,0,3,1,2,2,3,0,3,3,4
2208,54,Nb|Ta,1,2,0,0,3,2,3,3,3,1,4,0
2209,830,Ba|Cu|Er|O|Zn,4,4,3,4,4,1,2,1,2,3,0,3
2210,206,Ir|La,4,1,1,4,1,3,2,0,2,4,1,4
2211,1211,B|La,1,1,3,0,2,1,2,4,2,4,0,3
2212,379,Ce|In|Ir|Rh,0,1,4,3,1,0,1,3,3,1,2,4
2213,477,Nb|Ti|Zr,0,1,1,1,3,3,2,0,3,4,1,3
2214,1212,Ba|Cu|Lu|O,3,1,2,2,1,2,0,4,4,3,2,1
2215,216,Cu|La|O|Sr,4,4,1,1,0,1,2,1,0,2,4,4
2216,1213,Cu|Mo|O|Sr|Y,3,2,2,3,1,3,3,3,3,1,4,0
2217,723,Nb|Sn|Ta,3,1,3,4,3,1,1,1,2,0,1,0
2218,610,C|Mo,2,1,0,2,2,3,1,3,0,0,2,1
2219,1214,Bi|F|O|Pr|S,4,3,4,4,3,4,3,4,2,1,4,3
2220,1215,Au|Ga|Mo,0,4,0,1,4,1,1,3,1,3,1,0
2221,1216,Ba|Cu|La|O|Y|Zn,2,2,0,3,3,4,2,3,3,4,1,2
2222,978,B|Ba|Ca|Cu|O|Sr|Y,3,2,3,3,3,4,4,4,4,3,0,2
2223,640,As|Ba|Fe|Na,4,4,2,3,1,0,1,0,2,0,3,1
2224,1217,B|Ir|Rh|Sc|Y,2,1,0,3,2,3,0,3,0,3,2,3
2225,784,Nb|Re,2,1,0,0,3,1,2,3,3,0,4,4
2226,964,Hf|Nb,3,1,4,0,4,1,4,0,2,2,0,1
2227,248,C|Hf|Nb,3,0,0,2,1,0,0,1,3,0,1,2
2228,49,Ba|Cu|La|O,3,0,2,4,3,0,0,2,3,3,1,3
2229,942,Ce|Cu|O|Sm|Y,3,2,3,1,1,2,1,1,0,3,3,3
2230,943,Ir|Os,0,1,1,2,3,2,3,0,3,0,0,2
2231,356,Mo|Re,4,3,4,1,0,0,3,2,2,4,0,4
2232,1218,B|Mo|Si,4,3,1,2,0,2,2,0,3,4,0,1
2233,129,Ba|Ca|Cu|O|Y|Zn,0,2,4,0,4,4,4,2,1,2,4,4
2234,687,Ba|Ca|Cu|Hg|O|Pb,2,0,4,4,1,2,2,3,1,4,2,4
2235,1219,C|Cs|Na,1,4,3,4,3,0,2,3,2,2,0,3
2236,1098,As|Eu|Fe|P,4,0,1,2,3,2,3,3,3,4,0,2
2237,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,1,1,4,3,3,4
2238,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,0,4,0,3,2,1
2239,739,Ca|Cu|O|Pb|Sr|Y,1,4,3,0,4,2,3,2,0,3,3,3
2240,1220,Al|Ba|Si,0,2,2,2,3,1,3,3,2,4,4,4
2241,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,0,3,1,2,2,1
2242,1025,Ga|Mn|Nb,1,1,4,0,2,4,2,1,4,3,4,2
2243,1221,C|Mo|Zr,0,4,1,2,2,1,2,0,4,4,3,1
2244,97,As|Co|Eu|Fe|Sr,2,1,3,4,1,3,1,4,3,1,3,0
2245,465,As|Ba|Fe|K|Zn,2,0,4,2,3,1,2,0,1,0,4,4
2246,1222,Fe|Se|Sn,3,0,3,3,0,0,4,2,2,0,0,4
2247,1223,Ba|Cu|Dy|O|Pr,2,3,0,0,0,0,0,0,2,2,3,2
2248,1224,B|Mo|Nb,1,1,0,3,0,1,4,1,3,4,0,2
2249,850,Cu|Fe|La|O|Sr,2,0,4,4,0,2,2,1,1,1,0,0
2250,1125,Al|Au|Ga,1,3,2,1,1,0,1,4,1,1,3,3
2251,1225,B|Mo|Zr,0,1,1,4,3,2,4,4,4,1,1,4
2252,436,Ba|Cu|Eu|O|Pr|Sr,4,0,2,2,2,1,0,2,3,2,2,3
2253,273,Bi|Cu|La|O|Pb|Sr,4,4,0,0,0,1,1,1,3,0,4,2
2254,1226,As|Co|Fe|O|Sm,1,2,0,1,3,0,3,2,0,0,0,0
2255,647,Th|U,1,4,3,1,4,4,3,0,4,2,0,3
2256,1050,Ba|Ca|Cu|Ho|O,2,2,0,1,2,4,3,2,4,0,4,4
2257,216,Cu|La|O|Sr,4,4,1,1,0,1,4,0,3,2,1,4
2258,910,Bi|Cu|Se,4,1,4,4,1,3,3,4,1,1,4,2
2259,1227,In|Pd,3,3,1,4,1,3,2,4,0,2,1,4
2260,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,0,4,4,3,3,4
2261,1228,Cu|H|La|O|Sr,4,2,0,2,1,4,3,1,2,0,1,2
2262,1229,As|F|Fe|La|O|Y,3,3,3,1,4,1,2,0,0,0,4,2
2263,1230,Au|In|Y,2,1,1,1,3,1,0,1,3,3,2,2
2264,1231,B|Hf|Mo,3,0,1,0,1,1,3,0,1,3,2,2
2265,216,Cu|La|O|Sr,4,4,1,1,0,1,0,3,1,1,3,4
2266,1232,Ce|Cu|Gd|Nb|O|Ru|Sr,2,1,2,4,4,4,2,3,2,3,0,3
2267,1233,N|Ti,3,3,2,3,1,1,1,4,3,2,0,0
2268,201,Ag|B|F|O,4,4,0,2,2,4,1,3,1,1,4,0
2269,1234,La|Lu|Tb,4,2,0,4,1,2,2,4,3,3,0,2
2270,282,B|Cu|Mg,2,4,0,1,4,1,0,2,0,0,1,0
2271,1235,Ba|Ca|Cu|Nd|O,0,1,4,1,0,1,1,0,3,4,1,0
2272,739,Ca|Cu|O|Pb|Sr|Y,1,4,3,0,4,2,0,2,4,2,1,3
2273,1236,Bi|Nb|Se,0,1,1,1,3,0,3,0,0,0,1,1
2274,1237,As|F|Fe|Mn|O|Sm,2,0,0,1,0,4,4,3,1,2,3,0
2275,1238,Ti|V|Zr,4,0,0,4,3,1,1,2,4,3,1,4
2276,37,C|Mo|W,2,1,2,1,2,2,4,3,4,0,1,2
2277,216,Cu|La|O|Sr,4,4,1,1,0,1,3,0,0,2,0,4
2278,1239,B|Er|Ir,1,1,1,0,3,3,0,4,2,0,3,4
2279,886,Ba|Si,1,0,4,0,3,1,1,3,1,2,3,3
2280,570,In|Sn|Te,4,0,3,1,2,1,0,4,1,4,4,4
2281,89,In|Pb|Sn|Te,1,2,1,2,3,2,3,3,4,0,2,1
2282,840,Ba|Cu|Nd|O|Sr,2,1,1,1,2,2,4,0,3,4,1,3
2283,166,Ce|La|Ru,3,4,1,1,0,3,4,4,2,4,3,1
2284,79,Fe|Se|Te,4,3,3,0,1,3,0,2,2,2,0,0
2285,429,Cu|La|Ni|O|Sr,0,4,1,1,3,1,2,1,2,0,4,0
2286,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,3,4,0,0,1
2287,1126,Nb|Si|Ti,2,2,1,4,2,2,2,3,2,0,2,2
2288,1240,Cl|Hf|Li|N|Zr,3,0,3,4,2,4,0,4,3,4,1,4
2289,79,Fe|Se|Te,4,3,3,0,1,3,4,3,0,2,0,0
2290,119,As|F|Fe|La|O,3,1,1,1,3,4,0,3,3,2,4,2
2291,1241,Br|Fe|Se,0,4,1,4,4,2,0,4,3,4,3,2
2292,1242,Bi|Cu|Mo|O|Pb|Sr|Y,2,1,3,0,2,4,4,3,4,0,2,0
2293,84,H|Pd,0,4,3,0,4,4,1,0,1,4,0,2
2294,813,Ru|V,4,2,0,1,3,1,1,1,4,2,0,2
2295,1243,Co|Fe|U,4,4,3,4,1,1,4,3,0,0,2,3
2296,496,In|Pb,4,0,3,1,4,2,2,1,0,0,2,2
2297,929,Be|Ga,1,4,1,1,3,1,4,4,3,2,0,4
2298,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,2,0,1,1,2,1
2299,221,As|Fe|Ru|Sr,3,4,1,0,1,0,3,4,0,4,4,2
2300,648,Ta|Zr,3,0,4,1,2,2,3,1,2,4,1,4
2301,1244,Be|Ni,4,0,2,3,0,0,0,4,4,2,1,1
2302,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,4,4,4,3,1
2303,711,Rh|Ru,1,0,1,1,2,4,2,2,0,1,2,1
2304,1245,B|Y,1,1,2,4,4,3,4,1,0,1,2,0
2305,364,Th|Zr,1,2,1,1,4,1,0,0,4,2,4,4
2306,126,Bi|Ca|Cu|Nd|O|Pb|Sr,2,4,0,2,0,1,2,4,4,4,4,4
2307,1246,Bi|Dy|Ni,0,0,1,2,4,0,3,3,3,1,4,0
2308,391,Bi|Ca|Cu|O|Pb|Sr|Y,1,1,4,1,0,0,0,0,3,0,2,2
2309,888,As|Co|Fe|Sr,1,4,2,2,1,2,4,2,2,4,1,2
2310,1154,As|F|Fe|O|Sm,3,2,4,3,2,0,2,4,2,3,4,3
2311,183,Ba|Ca|Cu|O|Tl,2,3,4,2,0,4,2,0,1,2,4,2
2312,1247,La|Rh|Si,0,4,1,1,3,4,4,2,1,1,2,1
2313,1248,Fe|Ti,3,3,0,0,3,3,4,0,0,4,3,4
2314,801,Ba|Ge,1,2,2,3,3,4,2,1,2,1,1,0
2315,1249,Ba|Ca|Cu|La|O|Pr|Sr,0,4,2,3,3,1,1,2,3,0,2,3
2316,1250,B|Ce|La|Rh,4,4,3,2,3,2,4,0,3,0,4,0
2317,204,Cu|La|O|Pr|Sr,1,1,2,0,1,0,4,4,4,1,2,0
2318,196,La|Os|Pr|Sb,0,0,1,4,4,4,2,3,2,2,0,3
2319,1210,Bi|Ce|F|Nd|O|S,4,2,0,3,1,2,3,2,0,2,0,4
2320,675,Ba|Cu|O|Sm,0,0,0,2,2,0,4,0,2,0,4,0
2321,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,0,0,1,0,1
2322,173,Ba|Ge|Ni|P,1,1,1,1,0,4,4,4,4,3,4,0
2323,167,Ir|Lu|Sc|Si,0,3,2,4,4,3,3,3,0,3,1,2
2324,1251,Os|Zr,2,4,4,3,3,4,3,4,2,0,3,2
2325,1252,Cu|Gd|Ir|O|Ru|Sr,2,3,2,2,4,0,2,2,0,0,4,0
2326,551,Ba|Cu|La|Nd|O|Sr,1,2,1,0,0,3,4,2,3,0,4,1
2327,723,Nb|Sn|Ta,3,1,3,4,3,1,0,2,1,4,0,0
2328,604,Ga|Si|V,3,4,2,4,0,1,2,1,2,4,3,3
2329,1085,Bi|Ca|Cu|Ni|O|Sr,3,4,2,4,1,3,2,4,0,4,0,0
2330,496,In|Pb,4,0,3,1,4,2,0,0,1,0,0,2
2331,243,Cu|O|Re|Sr|Y,0,3,4,1,2,4,4,1,3,2,0,3
2332,166,Ce|La|Ru,3,4,1,1,0,3,2,3,3,1,4,1
