# dataset A: 21263 rows, 3365 chemical families. data/train.csv rows; family = tc_pipeline.chemical_families(data/unique_m.csv).
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4
5544,636,Ce|Cr|Cu|O|Sr|Y,0,1,1,4,0,3,3,0,3,2,0
5545,637,Ce|Co|Cu|O|Sr|Y,4,4,4,2,1,0,3,4,4,1,4
5546,638,Ce|Cu|Ga|O|Sr|Y,3,0,1,4,3,4,3,3,3,0,2
5547,639,Ce|Cu|Ge|O|Sr|Y,2,4,2,0,3,1,2,3,1,1,1
5548,346,Ce|Cu|O|Sr|Y,1,1,0,2,0,4,1,4,2,4,4
5549,640,Ce|Cu|O|Sr|W|Y,1,4,2,3,0,1,4,1,4,2,2
5550,641,Ce|Cu|O|Re|Sr|Y,3,0,3,3,4,2,4,1,3,2,0
5551,642,Ce|Cu|Mo|O|Sr|Y,3,2,2,1,2,3,0,0,1,1,3
5552,641,Ce|Cu|O|Re|Sr|Y,3,0,3,3,4,2,2,2,3,2,1
5553,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,3,3,1,4,4
5554,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,0,4,1,4,0
5555,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,2,1,0,2,4
5556,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,3,1,0,2,0
5557,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,0,4,1,2,0
5558,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,2,0,4,2,3
5559,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,1,2,3,4,3
5560,643,Bi|Ce|Cu|Eu|O|Pb|Sr,3,0,2,0,4,4,1,4,1,0,3
5561,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,2,3,4,4,0
5562,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,4,2,3,0,2
5563,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,2,3,4,1,4
5564,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,1,4,2,0,1
5565,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,2,4,2,0,1
5566,644,Ca|Cr|Cu|O|Sr,3,2,0,2,3,2,2,4,4,0,4
5567,237,Ba|Cu|La|O|Sr,0,4,3,1,3,0,1,0,1,1,3
5568,334,Ba|Cu|Nd|O|Sr,3,4,4,0,0,3,1,0,2,4,0
5569,335,Ba|Cu|O|Sm|Sr,3,2,1,1,1,2,2,0,2,0,3
5570,336,Ba|Cu|Eu|O|Sr,3,3,2,0,3,2,2,1,0,0,0
5571,51,Ba|Cu|Gd|O|Sr,3,3,2,4,3,3,2,2,1,3,4
5572,275,Ba|Cu|Dy|O|Sr,2,4,1,1,4,1,4,4,2,3,2
5573,330,Ba|Cu|Ho|O|Sr,1,0,0,3,0,0,2,3,3,1,4
5574,66,Ba|Cu|O|Sr|Y,2,2,3,2,4,1,2,4,0,1,2
5575,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,3,2,2,4,4
5576,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,2,1,3,0,3
5577,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,1,3,2,1,1
5578,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,2,4,1,2,2
5579,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,2,4,4,3,3
5580,482,Ba|Bi|Ca|Cu|O|Sr|Tl,1,0,3,3,1,3,4,4,2,1,2
5581,463,Cr|Cu|Hg|O|Sr,0,0,3,0,1,2,3,2,0,1,4
5582,306,Ba|Cu|Hg|O,4,0,0,2,4,0,2,4,0,3,2
5583,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,1,2,0,4,3
5584,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,0,4,3,3,2
5585,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,2,2,4,3,0
5586,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,4,3,0,2
5587,306,Ba|Cu|Hg|O,4,0,0,2,4,0,0,4,4,1,0
5588,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,3,0,3,4
5589,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,2,1,0,2
5590,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,2,2,1,1
5591,306,Ba|Cu|Hg|O,4,0,0,2,4,0,3,3,2,3,4
5592,306,Ba|Cu|Hg|O,4,0,0,2,4,0,2,1,2,1,2
5593,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,0,2,3,0
5594,306,Ba|Cu|Hg|O,4,0,0,2,4,0,0,1,4,4,4
5595,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,0,3,1,1
5596,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,3,3,2,1
5597,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,4,3,0,0,1
5598,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,2,4,4,4,3
5599,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,3,1,4,0,3
5600,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,2,3,2,1,1
5601,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,0,0,0,2,0
5602,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,1,4,0,1,1
5603,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,1,1,4,4,4
5604,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,4,0,3,4,4
5605,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,0,4,2,4,1
5606,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,2,0,0,0,3
5607,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,1,0,0,2,3
5608,45,Ba|Cu|Li|O|Y,1,0,0,2,3,1,1,3,2,0,0
5609,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,1,2,1,0,0
5610,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,2,4,3,3,1
5611,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,3,1,4,1,3
5612,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,4,4,2,4,0
5613,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,1,3,0,4,1
5614,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,2,1,3,2,1
5615,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,3,1,0,0,4
5616,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,1,0,1,3,4
5617,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,0,0,2,2,4
5618,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,4,0,0,2,3
5619,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,1,1,0,3,4
5620,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,1,3,0,4,3
5621,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,0,4,2,2,0
5622,68,Ba|Bi|K|O,0,1,2,0,3,0,2,2,2,0,1
5623,68,Ba|Bi|K|O,0,1,2,0,3,0,0,1,2,2,4
5624,68,Ba|Bi|K|O,0,1,2,0,3,0,0,4,3,0,3
5625,68,Ba|Bi|K|O,0,1,2,0,3,0,0,2,2,3,1
5626,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,3,4,0,1,2
5627,647,Ba|Cd|Cu|O|Pr|Y,1,4,3,1,4,4,4,4,0,2,3
5628,647,Ba|Cd|Cu|O|Pr|Y,1,4,3,1,4,4,2,2,0,1,4
5629,648,Ba|Ca|Cd|Cu|O|Pr|Y,3,0,4,1,3,2,2,4,4,2,2
5630,648,Ba|Ca|Cd|Cu|O|Pr|Y,3,0,4,1,3,2,4,3,4,2,1
5631,142,Ba|Ca|Cu|O|Pr|Y,4,2,3,0,3,4,3,0,3,3,3
5632,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,0,2,4,0
5633,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,1,4,0,0
5634,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,1,4,3,2,4
5635,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,3,1,4,1,2
5636,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,2,3,3,4
5637,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,0,3,4,3
5638,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,2,1,0,0
5639,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,4,2,1,0
5640,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,0,2,0,2,2
5641,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,0,2,1,3,0
5642,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,1,1,1,1,4
5643,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,3,1,0,1,2
5644,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,2,4,1,0
5645,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,1,1,4,3
5646,68,Ba|Bi|K|O,0,1,2,0,3,0,3,2,0,4,1
5647,68,Ba|Bi|K|O,0,1,2,0,3,0,2,0,2,4,0
5648,627,C|Ca|Cu|O|Sr,0,4,0,0,2,4,0,1,2,0,2
5649,627,C|Ca|Cu|O|Sr,0,4,0,0,2,4,4,2,3,1,3
5650,649,C|Ca|Cu|N|O|Sr,3,3,3,0,0,0,3,2,4,3,0
5651,649,C|Ca|Cu|N|O|Sr,3,3,3,0,0,0,0,4,0,3,1
5652,649,C|Ca|Cu|N|O|Sr,3,3,3,0,0,0,3,2,4,0,0
5653,649,C|Ca|Cu|N|O|Sr,3,3,3,0,0,0,1,2,1,0,3
5654,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,4,2,1,1
5655,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,0,1,3,4,1
5656,650,B|Ba|C|Ca|Cu|O|Sr,4,4,0,4,3,0,2,2,1,4,4
5657,650,B|Ba|C|Ca|Cu|O|Sr,4,4,0,4,3,0,2,1,3,3,3
5658,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,1,0,2,4
5659,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,1,1,0,3,4
5660,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,3,3,1,1,4
5661,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,4,1,0,3,0
5662,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,0,4,4,3,0
5663,68,Ba|Bi|K|O,0,1,2,0,3,0,3,2,2,3,1
5664,68,Ba|Bi|K|O,0,1,2,0,3,0,1,2,0,1,2
5665,68,Ba|Bi|K|O,0,1,2,0,3,0,4,2,0,0,4
5666,68,Ba|Bi|K|O,0,1,2,0,3,0,4,4,3,2,4
5667,68,Ba|Bi|K|O,0,1,2,0,3,0,2,4,0,3,2
5668,68,Ba|Bi|K|O,0,1,2,0,3,0,0,4,4,1,2
5669,68,Ba|Bi|K|O,0,1,2,0,3,0,3,0,1,1,4
5670,68,Ba|Bi|K|O,0,1,2,0,3,0,1,0,4,4,3
5671,68,Ba|Bi|K|O,0,1,2,0,3,0,4,1,1,0,4
5672,68,Ba|Bi|K|O,0,1,2,0,3,0,4,4,0,3,3
5673,336,Ba|Cu|Eu|O|Sr,3,3,2,0,3,2,4,2,1,0,0
5674,651,Ba|Ca|Cu|Eu|O|Sr,3,2,4,2,4,2,4,0,1,3,2
5675,651,Ba|Ca|Cu|Eu|O|Sr,3,2,4,2,4,2,3,3,4,1,1
5676,651,Ba|Ca|Cu|Eu|O|Sr,3,2,4,2,4,2,3,2,2,1,0
5677,13,Ba|Cu|Gd|O,2,1,0,3,4,0,1,3,1,0,4
5678,51,Ba|Cu|Gd|O|Sr,3,3,2,4,3,3,4,2,4,2,1
5679,51,Ba|Cu|Gd|O|Sr,3,3,2,4,3,3,0,0,3,4,0
5680,15,Ba|Cu|Ho|O,0,0,4,0,3,2,3,1,4,0,0
5681,330,Ba|Cu|Ho|O|Sr,1,0,0,3,0,0,2,4,3,2,2
5682,330,Ba|Cu|Ho|O|Sr,1,0,0,3,0,0,0,0,4,3,4
5683,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,4,3,0,0,1
5684,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,3,0,3,4
5685,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,1,4,0,2,4
5686,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,3,1,2,3,2
5687,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,1,2,0,0,4
5688,645,Ba|C|Cu|N|O|Sr|Tl,2,3,1,1,4,2,3,4,1,3,1
5689,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,0,3,1,3,3
5690,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,3,0,1,0,1
5691,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,0,2,3,3,2
5692,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,3,0,4,2,4
5693,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,0,2,1,3,3
5694,646,C|Cu|N|O|Pb|Sr|Tl,1,2,3,1,1,3,3,0,1,4,2
5695,652,Ca|Cl|Cu|O|Sr,1,1,4,1,1,1,2,2,3,3,3
5696,315,Au|Ba|Cu|O|Y,2,2,3,0,3,0,4,1,1,4,1
5697,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,1,1,3,4,1
5698,370,Ca|Cu|O|Sr,3,3,1,1,0,0,3,2,1,0,4
5699,370,Ca|Cu|O|Sr,3,3,1,1,0,0,2,1,4,2,4
5700,370,Ca|Cu|O|Sr,3,3,1,1,0,0,3,0,0,4,1
5701,216,Cu|Nd|O|Sr,4,4,1,1,0,1,0,1,3,1,4
5702,653,Cu|Gd|O|Sr,4,1,1,2,3,4,1,1,2,4,3
5703,371,Cu|O|Sm|Sr,1,3,3,0,0,4,4,4,1,4,1
5704,524,Ca|Cu|F|O|Sr,2,3,4,2,4,1,1,3,2,1,0
5705,524,Ca|Cu|F|O|Sr,2,3,4,2,4,1,3,1,3,3,0
5706,370,Ca|Cu|O|Sr,3,3,1,1,0,0,2,4,0,0,2
5707,370,Ca|Cu|O|Sr,3,3,1,1,0,0,2,1,4,3,1
5708,370,Ca|Cu|O|Sr,3,3,1,1,0,0,1,4,2,2,3
5709,647,Ba|Cd|Cu|O|Pr|Y,1,4,3,1,4,4,4,0,2,3,2
5710,68,Ba|Bi|K|O,0,1,2,0,3,0,0,2,2,3,4
5711,68,Ba|Bi|K|O,0,1,2,0,3,0,3,1,0,1,2
5712,475,Ba|Co|Cu|La|O,4,2,4,0,2,4,2,3,1,4,3
5713,475,Ba|Co|Cu|La|O,4,2,4,0,2,4,3,4,4,0,1
5714,475,Ba|Co|Cu|La|O,4,2,4,0,2,4,2,1,0,1,1
5715,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,0,3,2,1,0
5716,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,2,4,0,3,0
5717,249,Bi|Ca|Cu|O|Pr|Sr,4,2,4,2,2,3,2,0,3,1,1
5718,370,Ca|Cu|O|Sr,3,3,1,1,0,0,4,4,2,2,0
5719,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,4,1,0,1,0
5720,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,3,2,3,1
5721,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,1,0,3,2,2
5722,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,0,0,1,3
5723,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,4,0,0,0,1
5724,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,4,1,4,2
5725,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,0,3,0,2,4
5726,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,1,0,0,1
5727,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,3,3,2,2
5728,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,0,0,3,0
5729,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,0,3,3,1
5730,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,2,4,4,4
5731,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,2,0,2,3
5732,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,3,3,2,1
5733,654,Ba|Ca|Cu|O|Pr,3,0,1,3,0,1,4,3,0,2,3
5734,654,Ba|Ca|Cu|O|Pr,3,0,1,3,0,1,4,1,3,3,2
5735,654,Ba|Ca|Cu|O|Pr,3,0,1,3,0,1,4,3,4,1,3
5736,654,Ba|Ca|Cu|O|Pr,3,0,1,3,0,1,3,1,2,4,2
5737,654,Ba|Ca|Cu|O|Pr,3,0,1,3,0,1,4,4,3,3,2
5738,655,Ca|Cu|La|O|Y,3,1,1,0,4,3,0,3,1,0,0
5739,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,0,0,1,2,4
5740,224,Bi|Ca|Cu|O|Pb|Sr|V,2,0,0,4,2,0,0,4,2,2,1
5741,224,Bi|Ca|Cu|O|Pb|Sr|V,2,0,0,4,2,0,0,4,0,2,3
5742,224,Bi|Ca|Cu|O|Pb|Sr|V,2,0,0,4,2,0,3,0,0,3,4
5743,656,Ca|Cu|La|Nd|O,4,3,4,3,2,1,3,1,3,4,0
5744,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,1,1,4,1,3
5745,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,1,3,0,4,0
5746,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,2,3,3,4,4
5747,2,Cu|La|O|Sr,1,2,3,2,2,0,1,0,4,2,1
5748,657,Ba|Ca|Cu|La|O|Sr,0,2,4,4,4,2,3,1,0,1,1
5749,657,Ba|Ca|Cu|La|O|Sr,0,2,4,4,4,2,0,2,1,3,2
5750,657,Ba|Ca|Cu|La|O|Sr,0,2,4,4,4,2,1,2,3,0,3
5751,657,Ba|Ca|Cu|La|O|Sr,0,2,4,4,4,2,4,2,4,1,4
5752,657,Ba|Ca|Cu|La|O|Sr,0,2,4,4,4,2,4,0,4,3,4
5753,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,0,2,2,1,1
5754,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,0,0,4,3,3
5755,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,2,1,3,1,3
5756,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,3,3,1,0,4
5757,237,Ba|Cu|La|O|Sr,0,4,3,1,3,0,3,0,4,2,1
5758,658,Ba|Cu|La|Nd|O|Sr,2,2,4,1,1,1,3,3,0,2,0
5759,658,Ba|Cu|La|Nd|O|Sr,2,2,4,1,1,1,0,4,4,4,0
5760,658,Ba|Cu|La|Nd|O|Sr,2,2,4,1,1,1,1,0,0,2,1
5761,659,Ba|Cu|La|Nd|O,0,4,3,0,4,1,2,0,1,0,3
5762,660,Al|Ca|Cu|Ho|O|Sr,1,3,1,1,0,2,0,4,4,3,0
5763,660,Al|Ca|Cu|Ho|O|Sr,1,3,1,1,0,2,4,3,1,2,4
5764,448,B|Ca|Cu|O|Sr,3,3,2,2,1,0,3,2,4,1,0
5765,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,2,2,4,1
5766,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,1,0,0,2
5767,577,Ca|Cu|O|Pb|Sr|V|Y,4,4,0,3,0,2,3,2,1,3,1
5768,661,O|Ru|Sr,2,0,2,3,0,2,3,1,1,0,0
5769,661,O|Ru|Sr,2,0,2,3,0,2,2,1,2,0,3
5770,68,Ba|Bi|K|O,0,1,2,0,3,0,1,4,1,2,3
5771,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,0,4,0,0
5772,125,Ba|Cu|O|Tl,0,1,2,3,4,1,2,1,4,1,0
5773,216,Cu|Nd|O|Sr,4,4,1,1,0,1,0,1,1,4,2
5774,216,Cu|Nd|O|Sr,4,4,1,1,0,1,4,0,1,4,3
5775,216,Cu|Nd|O|Sr,4,4,1,1,0,1,0,2,0,2,3
5776,216,Cu|Nd|O|Sr,4,4,1,1,0,1,3,2,1,0,1
5777,68,Ba|Bi|K|O,0,1,2,0,3,0,0,4,1,3,0
5778,68,Ba|Bi|K|O,0,1,2,0,3,0,0,4,0,2,0
5779,351,Ba|Ca|Cu|O,4,0,0,3,3,4,4,3,4,3,0
5780,351,Ba|Ca|Cu|O,4,0,0,3,3,4,3,2,3,2,1
5781,351,Ba|Ca|Cu|O,4,0,0,3,3,4,3,1,0,1,2
5782,351,Ba|Ca|Cu|O,4,0,0,3,3,4,0,2,1,2,4
5783,351,Ba|Ca|Cu|O,4,0,0,3,3,4,3,3,1,4,4
5784,351,Ba|Ca|Cu|O,4,0,0,3,3,4,3,4,0,4,0
5785,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,4,4,4,0,2
5786,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,3,4,3,3,3
5787,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,1,3,0,0,0
5788,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,0,4,4,0,3
5789,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,4,0,1,0,3
5790,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,3,0,3,2,0
5791,299,Cr|Cu|O|Sr|Tl,0,1,0,4,4,0,4,2,0,2,3
5792,299,Cr|Cu|O|Sr|Tl,0,1,0,4,4,0,0,0,4,1,2
5793,299,Cr|Cu|O|Sr|Tl,0,1,0,4,4,0,2,0,4,1,1
5794,299,Cr|Cu|O|Sr|Tl,0,1,0,4,4,0,3,1,3,0,2
5795,299,Cr|Cu|O|Sr|Tl,0,1,0,4,4,0,4,3,4,2,0
5796,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,3,4,1,1
5797,662,Bi|Ca|Cu|H|O|Sr,2,3,2,2,4,1,0,3,1,4,0
5798,663,Ba|Ca|Cu|O|Pb|Sr|Tl,4,0,3,0,1,0,2,2,4,1,4
5799,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,0,3,3,4,2
5800,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,3,0,2,3,0
5801,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,4,3,4,2
5802,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,3,1,1,3
5803,68,Ba|Bi|K|O,0,1,2,0,3,0,4,2,0,3,3
5804,664,Bi|Cs|O|Pb|Sr,0,4,1,2,2,1,1,0,1,0,0
5805,258,Bi|Ca|Cu|I|O|Sr,3,3,1,0,2,1,0,4,0,1,4
5806,665,Bi|Ca|Cu|Hg|I|O|Sr,0,2,4,1,3,0,1,2,1,0,2
5807,666,Bi|Cu|I|La|O|Sr,3,1,0,3,4,1,2,4,1,3,4
5808,667,Bi|Cu|Hg|I|La|O|Sr,2,1,4,3,2,0,0,3,1,0,1
5809,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,3,1,0,0,2
5810,668,Ba|Ca|Cd|Cu|O|Tl,0,0,4,4,2,2,4,1,1,4,1
5811,668,Ba|Ca|Cd|Cu|O|Tl,0,0,4,4,2,2,3,3,2,3,0
5812,668,Ba|Ca|Cd|Cu|O|Tl,0,0,4,4,2,2,3,2,0,2,0
5813,669,Ce|Cu|Gd|O|Sr|Ti,3,3,2,3,1,1,1,3,3,1,2
5814,11,Ba|Cu|Nd|O,2,2,2,2,1,2,0,2,3,2,0
5815,670,Ba|La|Nd|O,1,0,1,4,2,2,0,1,0,2,2
5816,670,Ba|La|Nd|O,1,0,1,4,2,2,0,0,2,3,3
5817,670,Ba|La|Nd|O,1,0,1,4,2,2,3,4,4,1,3
5818,670,Ba|La|Nd|O,1,0,1,4,2,2,0,0,0,1,1
5819,670,Ba|La|Nd|O,1,0,1,4,2,2,4,3,3,0,1
5820,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,0,2,4,3,2
5821,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,1,2,4,4,3
5822,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,1,0,1,3,4
5823,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,1,2,2,0,0
5824,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,0,0,1,0,1
5825,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,2,1,3,2,4
5826,15,Ba|Cu|Ho|O,0,0,4,0,3,2,4,4,4,2,0
5827,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,2,2,4,2,0
5828,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,0,1,2,2,2
5829,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,0,3,3,0,0
5830,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,4,2,3,0,1
5831,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,0,2,1,1,3
5832,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,3,3,2,0,4
5833,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,0,3,2,4,3
5834,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,1,0,0,2,3
5835,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,4,4,0,0,0
5836,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,4,1,2,0,4
5837,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,4,1,1,1,3
5838,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,1,2,4,0,4
5839,182,Ba|Cu|Ho|O|Pr,1,0,1,3,4,0,4,4,3,0,0
5840,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,2,1,4,1
5841,193,Ba|Ca|Cu|La|O|Y,0,3,3,2,2,3,3,3,0,1,3
5842,193,Ba|Ca|Cu|La|O|Y,0,3,3,2,2,3,2,4,3,0,3
5843,193,Ba|Ca|Cu|La|O|Y,0,3,3,2,2,3,2,4,2,3,2
5844,193,Ba|Ca|Cu|La|O|Y,0,3,3,2,2,3,0,1,1,2,1
5845,193,Ba|Ca|Cu|La|O|Y,0,3,3,2,2,3,2,2,2,4,2
